Id,PostId,VoteTypeId,UserId,CreationDate,BountyAmount,id
"92143726","31088764","2","","2015-06-27 00:00:00","","31088764"
"172615181","52659319","16","","2018-10-05 00:00:00","","52659319"
"92290254","30422184","2","","2015-06-30 00:00:00","","30422184"
"172737975","29117570","5","7173707","2018-10-07 00:00:00","","29117570"
"118787672","38562514","2","","2016-07-26 00:00:00","","38562514"
"199572374","59035536","2","","2019-12-11 00:00:00","","59035536"
"172744197","29117570","5","2491830","2018-10-08 00:00:00","","29117570"
"147022188","45648115","5","388827","2017-09-13 00:00:00","","45648115"
"172853233","44430810","2","","2018-10-09 00:00:00","","44430810"
"199685550","52736970","2","","2019-12-13 00:00:00","","52736970"
"199686316","38071714","2","","2019-12-13 00:00:00","","38071714"
"199695773","59311497","5","4203754","2019-12-13 00:00:00","","59311497"
"199804712","59274177","2","","2019-12-16 00:00:00","","59274177"
"199804876","55283281","2","","2019-12-16 00:00:00","","55283281"
"92565511","31190685","2","","2015-07-03 00:00:00","","31190685"
"92565585","31206417","5","4086836","2015-07-03 00:00:00","","31206417"
"199808584","30213456","2","","2019-12-16 00:00:00","","30213456"
"199808585","30213456","5","6077914","2019-12-16 00:00:00","","30213456"
"173051135","52770754","2","","2018-10-12 00:00:00","","52770754"
"173052724","48653762","2","","2018-10-12 00:00:00","","48653762"
"147258841","43665011","2","","2017-09-15 00:00:00","","43665011"
"199908968","59287209","5","6278975","2019-12-17 00:00:00","","59287209"
"199911520","58892667","9","","2019-12-17 00:00:00","","58892667"
"173171136","35251874","2","","2018-10-14 00:00:00","","35251874"
"147390162","30449278","2","","2017-09-18 00:00:00","","30449278"
"147487479","39020065","2","","2017-09-19 00:00:00","","39020065"
"92938151","31317470","2","","2015-07-09 00:00:00","","31317470"
"200126014","59428070","2","","2019-12-20 00:00:00","","59428070"
"173374238","52851770","5","6872018","2018-10-17 00:00:00","","52851770"
"173374771","47544877","2","","2018-10-17 00:00:00","","47544877"
"173378990","52851770","2","","2018-10-17 00:00:00","","52851770"
"173379069","52849139","2","","2018-10-17 00:00:00","","52849139"
"119518587","38786207","2","","2016-08-05 00:00:00","","38786207"
"147626892","39591223","2","","2017-09-21 00:00:00","","39591223"
"200358234","59489749","2","","2019-12-26 00:00:00","","59489749"
"147739849","35065875","2","","2017-09-22 00:00:00","","35065875"
"173491676","52881129","5","6872018","2018-10-18 00:00:00","","52881129"
"173492952","52881406","5","6872018","2018-10-18 00:00:00","","52881406"
"200487520","45791262","2","","2019-12-29 00:00:00","","45791262"
"200488810","59514629","2","","2019-12-29 00:00:00","","59514629"
"200488811","59514629","5","328443","2019-12-29 00:00:00","","59514629"
"147884735","29117570","2","","2017-09-25 00:00:00","","29117570"
"173610425","52910490","2","","2018-10-21 00:00:00","","52910490"
"173613785","38071714","2","","2018-10-21 00:00:00","","38071714"
"173614189","29117570","2","","2018-10-21 00:00:00","","29117570"
"173617988","52849139","5","4927711","2018-10-21 00:00:00","","52849139"
"119785311","38863827","2","","2016-08-10 00:00:00","","38863827"
"119785673","38863827","2","","2016-08-10 00:00:00","","38863827"
"147890783","44113228","2","","2017-09-25 00:00:00","","44113228"
"173620665","27007353","2","","2018-10-21 00:00:00","","27007353"
"173620671","27007353","5","2663572","2018-10-21 00:00:00","","27007353"
"173621032","46390552","2","","2018-10-21 00:00:00","","46390552"
"173625025","44301997","2","","2018-10-21 00:00:00","","44301997"
"173625063","44301997","5","1023421","2018-10-21 00:00:00","","44301997"
"119796111","38863716","5","52055","2016-08-10 00:00:00","","38863716"
"119914283","38889466","5","5985566","2016-08-11 00:00:00","","38889466"
"200604445","59478191","2","","2020-01-01 00:00:00","","59478191"
"200607056","51946603","2","","2020-01-01 00:00:00","","51946603"
"173809082","52961514","2","","2018-10-24 00:00:00","","52961514"
"200693218","54035765","5","6242896","2020-01-03 00:00:00","","54035765"
"200693219","54035765","2","","2020-01-03 00:00:00","","54035765"
"200698963","45847796","2","","2020-01-03 00:00:00","","45847796"
"173813305","35756663","2","","2018-10-24 00:00:00","","35756663"
"148113349","46453981","5","6382602","2017-09-28 00:00:00","","46453981"
"148115002","46471625","2","","2017-09-28 00:00:00","","46471625"
"173921094","43612866","2","","2018-10-25 00:00:00","","43612866"
"148226109","41795612","2","","2017-09-30 00:00:00","","41795612"
"148226185","41814001","2","","2017-09-30 00:00:00","","41814001"
"148228115","38071714","2","","2017-09-30 00:00:00","","38071714"
"200805848","59599171","16","","2020-01-05 00:00:00","","59599171"
"173924492","31044380","2","","2018-10-25 00:00:00","","31044380"
"173926703","52964076","2","","2018-10-25 00:00:00","","52964076"
"173928444","52266348","2","","2018-10-25 00:00:00","","52266348"
"173928550","52266348","5","3918612","2018-10-25 00:00:00","","52266348"
"200818084","50454109","2","","2020-01-05 00:00:00","","50454109"
"200819007","58817814","2","","2020-01-05 00:00:00","","58817814"
"148323723","46519575","16","","2017-10-02 00:00:00","","46519575"
"200901493","59617561","5","8794926","2020-01-07 00:00:00","","59617561"
"93835364","30422184","2","","2015-07-22 00:00:00","","30422184"
"148333788","46031939","2","","2017-10-02 00:00:00","","46031939"
"201006106","53727397","2","","2020-01-08 00:00:00","","53727397"
"120351504","35613841","5","95909","2016-08-18 00:00:00","","35613841"
"120352606","39014049","5","2097751","2016-08-18 00:00:00","","39014049"
"93960774","31342583","2","","2015-07-24 00:00:00","","31342583"
"93961754","31342583","5","4837335","2015-07-24 00:00:00","","31342583"
"120354426","35065875","2","","2016-08-18 00:00:00","","35065875"
"120354483","35065875","5","633961","2016-08-18 00:00:00","","35065875"
"148460610","46481469","2","","2017-10-04 00:00:00","","46481469"
"148460614","46481469","5","3616725","2017-10-04 00:00:00","","46481469"
"93967730","31342583","2","","2015-07-24 00:00:00","","31342583"
"201015966","59650786","2","","2020-01-08 00:00:00","","59650786"
"201017310","41655915","2","","2020-01-08 00:00:00","","41655915"
"201119298","59675894","5","5178057","2020-01-10 00:00:00","","59675894"
"174230040","52833650","2","","2018-10-30 00:00:00","","52833650"
"120481325","36407520","5","1183098","2016-08-20 00:00:00","","36407520"
"120481326","36407520","2","","2016-08-20 00:00:00","","36407520"
"94105556","28767707","2","","2015-07-27 00:00:00","","28767707"
"94105558","28767707","5","710275","2015-07-27 00:00:00","","28767707"
"174236400","37148836","2","","2018-10-30 00:00:00","","37148836"
"148576176","35065875","2","","2017-10-05 00:00:00","","35065875"
"148578039","29644916","2","","2017-10-05 00:00:00","","29644916"
"120573866","39015444","5","6380313","2016-08-22 00:00:00","","39015444"
"148666495","46605663","2","","2017-10-06 00:00:00","","46605663"
"201212435","55394469","5","2353137","2020-01-11 00:00:00","","55394469"
"174320331","26331854","5","10558801","2018-10-31 00:00:00","","26331854"
"174323528","53043023","2","","2018-10-31 00:00:00","","53043023"
"120580324","39069689","2","","2016-08-22 00:00:00","","39069689"
"201220062","59675894","5","3181570","2020-01-12 00:00:00","","59675894"
"201220987","59701546","15","","2020-01-12 00:00:00","","59701546"
"120687793","31546631","16","","2016-08-23 00:00:00","","31546631"
"148785672","46647028","16","","2017-10-09 00:00:00","","46647028"
"174414357","38989659","2","","2018-11-02 00:00:00","","38989659"
"174416177","53113938","2","","2018-11-02 00:00:00","","53113938"
"174426237","51612524","2","","2018-11-02 00:00:00","","51612524"
"174428682","35613841","2","","2018-11-02 00:00:00","","35613841"
"148911239","31786040","2","","2017-10-11 00:00:00","","31786040"
"120811974","39135928","2","","2016-08-25 00:00:00","","39135928"
"201420333","50389344","2","","2020-01-15 00:00:00","","50389344"
"201420845","49606124","2","","2020-01-15 00:00:00","","49606124"
"148917814","46677030","2","","2017-10-11 00:00:00","","46677030"
"148921888","46682651","2","","2017-10-11 00:00:00","","46682651"
"94589416","26866479","5","5023964","2015-08-03 00:00:00","","26866479"
"174642587","53170349","3","","2018-11-06 00:00:00","","53170349"
"174644961","52931881","5","4562258","2018-11-06 00:00:00","","52931881"
"174646898","48635782","2","","2018-11-06 00:00:00","","48635782"
"174646997","53113938","2","","2018-11-06 00:00:00","","53113938"
"94599186","31764926","2","","2015-08-03 00:00:00","","31764926"
"201523766","56913581","5","4615848","2020-01-16 00:00:00","","56913581"
"201525993","59766567","2","","2020-01-16 00:00:00","","59766567"
"149042554","39450504","2","","2017-10-12 00:00:00","","39450504"
"174652917","53158306","2","","2018-11-06 00:00:00","","53158306"
"174774773","46615008","5","8568459","2018-11-08 00:00:00","","46615008"
"149186908","45510905","2","","2017-10-15 00:00:00","","45510905"
"201644858","52849139","2","","2020-01-18 00:00:00","","52849139"
"174775344","53197563","2","","2018-11-08 00:00:00","","53197563"
"174776016","53197563","2","","2018-11-08 00:00:00","","53197563"
"174777363","41618538","5","4860939","2018-11-08 00:00:00","","41618538"
"174777364","41618538","2","","2018-11-08 00:00:00","","41618538"
"174779906","53193632","2","","2018-11-08 00:00:00","","53193632"
"121098177","29460485","2","","2016-08-29 00:00:00","","29460485"
"149189543","32741333","2","","2017-10-15 00:00:00","","32741333"
"149190270","37180375","5","1358676","2017-10-15 00:00:00","","37180375"
"149190301","45510905","5","1358676","2017-10-15 00:00:00","","45510905"
"201652321","42053559","2","","2020-01-19 00:00:00","","42053559"
"201655174","59711722","2","","2020-01-19 00:00:00","","59711722"
"174877841","50944450","2","","2018-11-09 00:00:00","","50944450"
"121218172","39224930","2","","2016-08-31 00:00:00","","39224930"
"201756430","35065875","2","","2020-01-21 00:00:00","","35065875"
"201756889","45441593","2","","2020-01-21 00:00:00","","45441593"
"174891762","29761872","2","","2018-11-09 00:00:00","","29761872"
"121221272","30286443","2","","2016-08-31 00:00:00","","30286443"
"121223755","35756663","2","","2016-08-31 00:00:00","","35756663"
"201761757","59833982","16","","2020-01-21 00:00:00","","59833982"
"149428354","46807757","2","","2017-10-18 00:00:00","","46807757"
"174991301","53113938","5","3096059","2018-11-12 00:00:00","","53113938"
"174998026","48838101","16","","2018-11-12 00:00:00","","48838101"
"174998491","53257088","16","","2018-11-12 00:00:00","","53257088"
"149437932","44355294","2","","2017-10-18 00:00:00","","44355294"
"175002651","49612911","2","","2018-11-12 00:00:00","","49612911"
"95029966","31573823","2","","2015-08-10 00:00:00","","31573823"
"149552825","46006400","2","","2017-10-20 00:00:00","","46006400"
"149552827","46006400","5","613368","2017-10-20 00:00:00","","46006400"
"175109265","53109442","2","","2018-11-13 00:00:00","","53109442"
"175109835","48370641","2","","2018-11-13 00:00:00","","48370641"
"175111844","53109442","2","","2018-11-13 00:00:00","","53109442"
"95151126","31313170","2","","2015-08-11 00:00:00","","31313170"
"95151127","31313170","5","1686330","2015-08-11 00:00:00","","31313170"
"149556256","35617996","2","","2017-10-20 00:00:00","","35617996"
"175117559","51512075","2","","2018-11-13 00:00:00","","51512075"
"175120391","53109442","16","","2018-11-13 00:00:00","","53109442"
"201991475","59887745","5","4311135","2020-01-24 00:00:00","","59887745"
"201995371","59874140","2","","2020-01-24 00:00:00","","59874140"
"175205999","52919769","2","","2018-11-14 00:00:00","","52919769"
"175206907","53300341","2","","2018-11-14 00:00:00","","53300341"
"202083601","59874140","2","","2020-01-25 00:00:00","","59874140"
"202084771","45688730","5","1698550","2020-01-25 00:00:00","","45688730"
"175218058","53310409","2","","2018-11-15 00:00:00","","53310409"
"202088807","52425051","3","","2020-01-26 00:00:00","","52425051"
"149770314","34640611","2","","2017-10-24 00:00:00","","34640611"
"121687321","39358842","2","","2016-09-07 00:00:00","","39358842"
"202186301","59937470","16","","2020-01-27 00:00:00","","59937470"
"202192585","48515460","2","","2020-01-28 00:00:00","","48515460"
"202192642","29761872","2","","2020-01-28 00:00:00","","29761872"
"202195119","59919503","16","","2020-01-28 00:00:00","","59919503"
"149785491","39672919","5","471064","2017-10-24 00:00:00","","39672919"
"149786107","44350408","2","","2017-10-24 00:00:00","","44350408"
"175316067","49443206","2","","2018-11-16 00:00:00","","49443206"
"175318463","43489589","2","","2018-11-16 00:00:00","","43489589"
"121696721","33399988","2","","2016-09-07 00:00:00","","33399988"
"149898546","46936582","2","","2017-10-25 00:00:00","","46936582"
"68338818","20693516","2","","2014-05-17 00:00:00","","20693516"
"150205401","45789168","2","","2017-10-30 00:00:00","","45789168"
"202609836","32334161","2","","2020-02-03 00:00:00","","32334161"
"122152288","36680157","2","","2016-09-14 00:00:00","","36680157"
"122157927","29644916","2","","2016-09-14 00:00:00","","29644916"
"150244120","29117570","5","1953301","2017-10-31 00:00:00","","29117570"
"150249233","47007159","2","","2017-10-31 00:00:00","","47007159"
"122196463","39466964","2","","2016-09-14 00:00:00","","39466964"
"122196465","39466964","5","2779703","2016-09-14 00:00:00","","39466964"
"150326055","37739538","2","","2017-11-01 00:00:00","","37739538"
"150326061","37739538","5","3890755","2017-11-01 00:00:00","","37739538"
"164832808","50702676","2","","2018-06-06 00:00:00","","50702676"
"109945610","36083504","2","","2016-03-18 00:00:00","","36083504"
"109946270","36083504","2","","2016-03-18 00:00:00","","36083504"
"191340415","57240638","2","","2019-07-28 00:00:00","","57240638"
"191342908","57240638","2","","2019-07-28 00:00:00","","57240638"
"138151199","38506793","2","","2017-05-06 00:00:00","","38506793"
"164895329","36157778","2","","2018-06-06 00:00:00","","36157778"
"109967126","30288968","2","","2016-03-18 00:00:00","","30288968"
"109967128","30288968","5","1267398","2016-03-18 00:00:00","","30288968"
"110024490","29669180","2","","2016-03-19 00:00:00","","29669180"
"82920275","28319278","2","","2015-02-04 00:00:00","","28319278"
"82920277","28319278","5","1065145","2015-02-04 00:00:00","","28319278"
"82961582","27891019","2","","2015-02-04 00:00:00","","27891019"
"110062013","29761872","5","1086183","2016-03-20 00:00:00","","29761872"
"110062015","29761872","2","","2016-03-20 00:00:00","","29761872"
"138297229","43814764","2","","2017-05-09 00:00:00","","43814764"
"110101768","36129008","2","","2016-03-21 00:00:00","","36129008"
"191748524","30422184","2","","2019-08-04 00:00:00","","30422184"
"191752357","52834628","2","","2019-08-04 00:00:00","","52834628"
"165093346","40807355","16","","2018-06-10 00:00:00","","40807355"
"110171704","25595492","5","438025","2016-03-22 00:00:00","","25595492"
"110210573","26866479","2","","2016-03-22 00:00:00","","26866479"
"83141056","28387907","2","","2015-02-07 00:00:00","","28387907"
"191878705","57374784","3","","2019-08-06 00:00:00","","57374784"
"191879218","57374784","3","","2019-08-06 00:00:00","","57374784"
"191879354","48906817","5","8523915","2019-08-06 00:00:00","","48906817"
"191879790","45625886","5","3618853","2019-08-06 00:00:00","","45625886"
"191879839","48428120","5","6559952","2019-08-06 00:00:00","","48428120"
"191880035","47918407","5","6559952","2019-08-06 00:00:00","","47918407"
"165194233","30422184","2","","2018-06-11 00:00:00","","30422184"
"191952598","33399988","2","","2019-08-07 00:00:00","","33399988"
"191953888","45688730","2","","2019-08-07 00:00:00","","45688730"
"191954029","45688730","5","2908418","2019-08-07 00:00:00","","45688730"
"110387664","36152538","2","","2016-03-24 00:00:00","","36152538"
"110387723","30422184","2","","2016-03-24 00:00:00","","30422184"
"165287070","36080524","2","","2018-06-13 00:00:00","","36080524"
"165292168","45622414","2","","2018-06-13 00:00:00","","45622414"
"138603590","43689879","2","","2017-05-12 00:00:00","","43689879"
"138603592","43689879","5","122195","2017-05-12 00:00:00","","43689879"
"165309631","50835738","5","1076703","2018-06-13 00:00:00","","50835738"
"165309632","50835738","2","","2018-06-13 00:00:00","","50835738"
"165312624","50835951","3","","2018-06-13 00:00:00","","50835951"
"138642180","43950808","2","","2017-05-13 00:00:00","","43950808"
"110451379","36152538","2","","2016-03-25 00:00:00","","36152538"
"83380502","27007353","5","4556408","2015-02-11 00:00:00","","27007353"
"165378012","42562820","2","","2018-06-14 00:00:00","","42562820"
"165378324","50814965","5","3016392","2018-06-14 00:00:00","","50814965"
"192102726","37148836","2","","2019-08-09 00:00:00","","37148836"
"192104381","39485459","2","","2019-08-09 00:00:00","","39485459"
"192104730","45533748","2","","2019-08-09 00:00:00","","45533748"
"165446850","46920685","2","","2018-06-15 00:00:00","","46920685"
"138749443","43983286","2","","2017-05-15 00:00:00","","43983286"
"110602052","36272482","2","","2016-03-28 00:00:00","","36272482"
"165487455","45869766","5","5818819","2018-06-15 00:00:00","","45869766"
"165551580","40457443","2","","2018-06-17 00:00:00","","40457443"
"165551581","40457443","5","117700","2018-06-17 00:00:00","","40457443"
"165552568","29644916","5","6042077","2018-06-17 00:00:00","","29644916"
"165552990","47282162","2","","2018-06-17 00:00:00","","47282162"
"138900259","42435307","5","1780700","2017-05-17 00:00:00","","42435307"
"110713376","30213456","2","","2016-03-30 00:00:00","","30213456"
"192312496","53728251","2","","2019-08-13 00:00:00","","53728251"
"192313160","57478585","16","","2019-08-13 00:00:00","","57478585"
"192314439","49606124","2","","2019-08-13 00:00:00","","49606124"
"165684116","50930291","16","","2018-06-19 00:00:00","","50930291"
"192404970","42062199","2","","2019-08-14 00:00:00","","42062199"
"192405075","46668418","2","","2019-08-14 00:00:00","","46668418"
"165714013","29117570","5","1029835","2018-06-19 00:00:00","","29117570"
"165715631","44579396","2","","2018-06-19 00:00:00","","44579396"
"165715634","44579396","5","5426743","2018-06-19 00:00:00","","44579396"
"165717330","50700178","2","","2018-06-20 00:00:00","","50700178"
"192440092","38071714","2","","2019-08-15 00:00:00","","38071714"
"192440095","38071714","5","434047","2019-08-15 00:00:00","","38071714"
"192441181","56395875","2","","2019-08-15 00:00:00","","56395875"
"83865585","28607400","5","2455224","2015-02-19 00:00:00","","28607400"
"165753732","38071714","2","","2018-06-20 00:00:00","","38071714"
"165754374","39268365","2","","2018-06-20 00:00:00","","39268365"
"192479327","49292843","2","","2019-08-16 00:00:00","","49292843"
"192479357","29117570","2","","2019-08-16 00:00:00","","29117570"
"192481527","45150009","2","","2019-08-16 00:00:00","","45150009"
"139131442","44085454","2","","2017-05-21 00:00:00","","44085454"
"110995330","25595492","5","1766716","2016-04-03 00:00:00","","25595492"
"192555484","51939287","2","","2019-08-17 00:00:00","","51939287"
"192555542","41795612","2","","2019-08-17 00:00:00","","41795612"
"192555566","36701111","2","","2019-08-17 00:00:00","","36701111"
"192555733","55290185","2","","2019-08-17 00:00:00","","55290185"
"165900672","33465577","2","","2018-06-22 00:00:00","","33465577"
"165905850","48635782","5","3782093","2018-06-22 00:00:00","","48635782"
"139253224","43792085","5","1666903","2017-05-23 00:00:00","","43792085"
"139254607","44114755","2","","2017-05-23 00:00:00","","44114755"
"139258511","44117865","5","4562258","2017-05-23 00:00:00","","44117865"
"139259442","28500066","2","","2017-05-23 00:00:00","","28500066"
"139298487","33125508","2","","2017-05-23 00:00:00","","33125508"
"166046965","47544877","2","","2018-06-25 00:00:00","","47544877"
"166089261","51026313","2","","2018-06-26 00:00:00","","51026313"
"139499404","33041733","2","","2017-05-26 00:00:00","","33041733"
"139501385","44161386","3","","2017-05-26 00:00:00","","44161386"
"139503274","44195150","3","","2017-05-26 00:00:00","","44195150"
"139503782","44195150","3","","2017-05-26 00:00:00","","44195150"
"166124542","51040814","2","","2018-06-26 00:00:00","","51040814"
"166124970","35065875","2","","2018-06-26 00:00:00","","35065875"
"84362288","25965275","2","","2015-02-27 00:00:00","","25965275"
"192902967","49475984","2","","2019-08-23 00:00:00","","49475984"
"192904938","57621106","2","","2019-08-23 00:00:00","","57621106"
"166291189","51071363","2","","2018-06-28 00:00:00","","51071363"
"166293544","25600580","2","","2018-06-28 00:00:00","","25600580"
"166293548","25600580","5","2324388","2018-06-28 00:00:00","","25600580"
"192986168","28500066","2","","2019-08-25 00:00:00","","28500066"
"166325220","28500066","5","2205911","2018-06-29 00:00:00","","28500066"
"166325221","28500066","2","","2018-06-29 00:00:00","","28500066"
"139768131","41795612","2","","2017-05-30 00:00:00","","41795612"
"193100033","29117570","5","4902142","2019-08-27 00:00:00","","29117570"
"166445127","50830715","2","","2018-07-01 00:00:00","","50830715"
"84699664","27007353","2","","2015-03-05 00:00:00","","27007353"
"193232801","54368598","2","","2019-08-29 00:00:00","","54368598"
"111796680","36582126","2","","2016-04-14 00:00:00","","36582126"
"193276624","57711535","16","","2019-08-29 00:00:00","","57711535"
"193312812","56883964","2","","2019-08-30 00:00:00","","56883964"
"111890517","36642718","2","","2016-04-15 00:00:00","","36642718"
"111895423","36642718","2","","2016-04-15 00:00:00","","36642718"
"111895842","36642718","5","1123597","2016-04-15 00:00:00","","36642718"
"193355595","38071714","2","","2019-08-30 00:00:00","","38071714"
"166735096","51189616","2","","2018-07-05 00:00:00","","51189616"
"166741155","40807355","2","","2018-07-05 00:00:00","","40807355"
"140180819","44346827","2","","2017-06-06 00:00:00","","44346827"
"140272604","30213456","2","","2017-06-07 00:00:00","","30213456"
"112121020","36701111","2","","2016-04-19 00:00:00","","36701111"
"112125158","36660279","2","","2016-04-19 00:00:00","","36660279"
"112164805","29669180","5","1529959","2016-04-19 00:00:00","","29669180"
"166863378","29117570","2","","2018-07-08 00:00:00","","29117570"
"85258189","25600580","5","910259","2015-03-15 00:00:00","","25600580"
"166909475","51242037","2","","2018-07-09 00:00:00","","51242037"
"166944420","50986816","2","","2018-07-09 00:00:00","","50986816"
"193682300","33125508","2","","2019-09-05 00:00:00","","33125508"
"193682313","32334161","2","","2019-09-05 00:00:00","","32334161"
"193682325","28339882","2","","2019-09-05 00:00:00","","28339882"
"193683041","57788014","2","","2019-09-05 00:00:00","","57788014"
"166987610","47451190","2","","2018-07-10 00:00:00","","47451190"
"166987612","47451190","5","5491423","2018-07-10 00:00:00","","47451190"
"140455004","43290480","2","","2017-06-09 00:00:00","","43290480"
"112355670","34973165","2","","2016-04-21 00:00:00","","34973165"
"167068152","51282283","5","5338243","2018-07-11 00:00:00","","51282283"
"193811946","57835818","3","","2019-09-08 00:00:00","","57835818"
"140597591","37739538","2","","2017-06-12 00:00:00","","37739538"
"140599126","44495957","2","","2017-06-12 00:00:00","","44495957"
"140600668","44495957","2","","2017-06-12 00:00:00","","44495957"
"85542334","29071226","5","1953301","2015-03-19 00:00:00","","29071226"
"85542336","29071226","2","","2015-03-19 00:00:00","","29071226"
"140635267","42836979","2","","2017-06-12 00:00:00","","42836979"
"167190487","47837207","2","","2018-07-12 00:00:00","","47837207"
"167190495","47837207","5","465738","2018-07-12 00:00:00","","47837207"
"167231864","49406766","2","","2018-07-13 00:00:00","","49406766"
"167234969","41640621","2","","2018-07-13 00:00:00","","41640621"
"112580023","36840448","3","","2016-04-25 00:00:00","","36840448"
"194022711","57521840","2","","2019-09-11 00:00:00","","57521840"
"167360299","40222469","5","3317931","2018-07-16 00:00:00","","40222469"
"194106332","27007353","5","3063835","2019-09-12 00:00:00","","27007353"
"194108208","44065208","2","","2019-09-12 00:00:00","","44065208"
"112773282","30422184","2","","2016-04-27 00:00:00","","30422184"
"112774455","36876367","2","","2016-04-27 00:00:00","","36876367"
"194143270","57911729","2","","2019-09-13 00:00:00","","57911729"
"167480215","51248930","2","","2018-07-17 00:00:00","","51248930"
"85939714","22987482","2","","2015-03-26 00:00:00","","22987482"
"167518747","29117570","5","1908322","2018-07-18 00:00:00","","29117570"
"141041917","44610425","2","","2017-06-19 00:00:00","","44610425"
"141044830","44582199","2","","2017-06-19 00:00:00","","44582199"
"141044869","44610425","2","","2017-06-19 00:00:00","","44610425"
"141044919","44610219","2","","2017-06-19 00:00:00","","44610219"
"194265336","36461493","5","6660794","2019-09-16 00:00:00","","36461493"
"167605223","48906817","2","","2018-07-19 00:00:00","","48906817"
"167607816","51416552","2","","2018-07-19 00:00:00","","51416552"
"167607839","51416552","5","4516110","2018-07-19 00:00:00","","51416552"
"167609393","51416552","2","","2018-07-19 00:00:00","","51416552"
"167642068","48505946","2","","2018-07-19 00:00:00","","48505946"
"167644946","51421205","5","91403","2018-07-19 00:00:00","","51421205"
"194352662","57589001","2","","2019-09-17 00:00:00","","57589001"
"194354595","53545963","2","","2019-09-17 00:00:00","","53545963"
"141265749","40702179","5","5847425","2017-06-21 00:00:00","","40702179"
"167722318","47793065","2","","2018-07-20 00:00:00","","47793065"
"167806735","51463528","2","","2018-07-22 00:00:00","","51463528"
"167808360","48635782","2","","2018-07-22 00:00:00","","48635782"
"167812580","38633023","2","","2018-07-22 00:00:00","","38633023"
"194603414","43598939","2","","2019-09-21 00:00:00","","43598939"
"194604137","34503547","2","","2019-09-21 00:00:00","","34503547"
"194647044","27007353","5","1797161","2019-09-22 00:00:00","","27007353"
"194647093","27007353","2","","2019-09-22 00:00:00","","27007353"
"141501647","44704629","5","3952226","2017-06-25 00:00:00","","44704629"
"113409577","36948775","2","","2016-05-06 00:00:00","","36948775"
"86624426","25600580","2","","2015-04-07 00:00:00","","25600580"
"168135625","43350853","2","","2018-07-27 00:00:00","","43350853"
"168137441","30648096","2","","2018-07-27 00:00:00","","30648096"
"194852559","48803038","5","616194","2019-09-25 00:00:00","","48803038"
"194859286","58092599","3","","2019-09-25 00:00:00","","58092599"
"194885551","37404447","5","10936177","2019-09-26 00:00:00","","37404447"
"194886132","45533748","2","","2019-09-26 00:00:00","","45533748"
"194886134","33202053","2","","2019-09-26 00:00:00","","33202053"
"168272629","51390284","5","5709472","2018-07-29 00:00:00","","51390284"
"194993625","55530628","3","","2019-09-27 00:00:00","","55530628"
"113752890","37176069","5","1091386","2016-05-12 00:00:00","","37176069"
"113758832","31031865","2","","2016-05-12 00:00:00","","31031865"
"113758834","31031865","5","4318036","2016-05-12 00:00:00","","31031865"
"168282630","30286443","2","","2018-07-30 00:00:00","","30286443"
"168282632","30286443","5","4602592","2018-07-30 00:00:00","","30286443"
"141882257","39686227","2","","2017-06-30 00:00:00","","39686227"
"113761740","37176069","2","","2016-05-12 00:00:00","","37176069"
"113761742","37176069","5","6309","2016-05-12 00:00:00","","37176069"
"141989060","26331854","2","","2017-07-03 00:00:00","","26331854"
"141989063","26331854","5","3663241","2017-07-03 00:00:00","","26331854"
"195090665","48961000","2","","2019-09-30 00:00:00","","48961000"
"195092857","35065875","5","104085","2019-09-30 00:00:00","","35065875"
"195092858","35065875","2","","2019-09-30 00:00:00","","35065875"
"87006188","25595492","2","","2015-04-14 00:00:00","","25595492"
"142123502","33165216","5","1618775","2017-07-04 00:00:00","","33165216"
"195218274","58178511","2","","2019-10-01 00:00:00","","58178511"
"114002026","37246989","2","","2016-05-16 00:00:00","","37246989"
"114002028","37246989","5","1294585","2016-05-16 00:00:00","","37246989"
"142128114","41795612","2","","2017-07-05 00:00:00","","41795612"
"142128141","41795612","5","1068446","2017-07-05 00:00:00","","41795612"
"142130634","43950808","2","","2017-07-05 00:00:00","","43950808"
"142130713","43950808","5","901444","2017-07-05 00:00:00","","43950808"
"142134557","35613841","2","","2017-07-05 00:00:00","","35613841"
"142134558","35613841","5","3663241","2017-07-05 00:00:00","","35613841"
"142134698","29689630","2","","2017-07-05 00:00:00","","29689630"
"142134699","29689630","5","3663241","2017-07-05 00:00:00","","29689630"
"142134778","29888108","2","","2017-07-05 00:00:00","","29888108"
"142134779","29888108","5","3663241","2017-07-05 00:00:00","","29888108"
"142134870","43489589","2","","2017-07-05 00:00:00","","43489589"
"142134871","43489589","5","3663241","2017-07-05 00:00:00","","43489589"
"142134919","41285879","2","","2017-07-05 00:00:00","","41285879"
"142134920","41285879","5","3663241","2017-07-05 00:00:00","","41285879"
"142134951","27054162","2","","2017-07-05 00:00:00","","27054162"
"142134952","27054162","5","3572733","2017-07-05 00:00:00","","27054162"
"168505947","51641688","2","","2018-08-01 00:00:00","","51641688"
"168510852","50849415","2","","2018-08-01 00:00:00","","50849415"
"87301655","29704842","2","","2015-04-17 00:00:00","","29704842"
"168620571","47071729","5","10172356","2018-08-03 00:00:00","","47071729"
"168623172","51655264","2","","2018-08-03 00:00:00","","51655264"
"168623814","41556693","2","","2018-08-03 00:00:00","","41556693"
"195343978","54533643","2","","2019-10-03 00:00:00","","54533643"
"195348700","45363163","2","","2019-10-03 00:00:00","","45363163"
